"Visitor","Opponent","Date","game_id","season","game_net_rating","win_percent_diff","games_played","net_rating_diff","score_diff","hollow_wind60_cent","hollow_wind50_cent","hollow_wind40_cent","hollow_wind30_cent","hollow_wind20_cent","wind_10_center","wind_40_hollow","wind_35_hollow","wind_30_hollow","wind_25_hollow","wind_20_hollow","wind_15_hollow","wind_10_hollow_5","wind_5_hollow","wind_7_hollow","wind_10_hollow","wind_2","wind_5","wind_7","wind_10","wind_15","wind_20","wind_25","wind_30","wind_35","wind_40"
TRUE,"Utah Jazz",2010-10-28,21000018,"2010-11",17.9,0,2,1,16,-52.9,10.9,-40.1,-53.6,-34.3,-39.7,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7
TRUE,"Orlando Magic",2010-10-28,21000017,"2010-11",-29,0,1,-13.4,-29,-54.2,53.1,-103.9,-54.1,-53.1,-59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,"Philadelphia 76ers",2010-10-29,21000021,"2010-11",3.2,1,2,-2.2,3,68.7,-59,-13.5,0.70000000000001,46.5,45.7,0,0,0,0,0,0,0,0,0,0,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8
TRUE,"Toronto Raptors",2010-10-29,21000022,"2010-11",-21.3,1,2,-3,-20,-15.7,-38.9,-95.5,-32,-29.9,57,0,0,0,0,0,0,0,0,0,0,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8
TRUE,"New Orleans Hornets",2010-10-29,21000027,"2010-11",-6.5,0,2,3.9,-6,37.9,12.9,-9.6,65.5,-63.5,0.200000000000003,0,0,0,0,0,0,0,0,0,0,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4
TRUE,"Charlotte Bobcats",2010-10-29,21000019,"2010-11",4.5,0,2,3.3,3,-18,66.7,43.2,-22.7,42.3,39.3,0,0,0,0,0,0,0,0,0,0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
TRUE,"Golden State Warriors",2010-10-29,21000029,"2010-11",-17.8,-1,2,-0.9,-18,8.39999999999999,34.5,39.9,27.4,-25.4,-28.1,0,0,0,0,0,0,0,0,0,0,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8
TRUE,"Phoenix Suns",2010-10-29,21000030,"2010-11",8.4,0.5,2,7.1,8,-28.2,79.1,31.1,35.4,66.4,66.8,0,0,0,0,0,0,0,0,0,0,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
TRUE,"Dallas Mavericks",2010-10-29,21000028,"2010-11",-1,-1,2,-1.9,1,26.2,16.5,-76.7,-22.2,-47.3,-51.9,0,0,0,0,0,0,0,0,0,0,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
TRUE,"Minnesota Timberwolves",2010-10-29,21000026,"2010-11",-10,0,2,5.9,-11,-6.60000000000001,23.6,-1.39999999999999,-0.700000000000017,33.9,111.9,0,0,0,0,0,0,0,0,0,0,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1,-2.1
TRUE,"Boston Celtics",2010-10-29,21000023,"2010-11",-3,0.5,2,-4.7,-4,-20.2,-29.2,-39.7,-55.6,-53.5,-43.5,0,0,0,0,0,0,0,0,0,0,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
TRUE,"Detroit Pistons",2010-10-29,21000024,"2010-11",1.1,1,2,7.6,1,-33.9,107,53.3,20.4,52.3,10.8,0,0,0,0,0,0,0,0,0,0,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6
TRUE,"Miami Heat",2010-10-29,21000025,"2010-11",-30.4,0.5,2,-2.2,-26,15.8,-134.4,-80.8,44.5,-4.7,22.7,0,0,0,0,0,0,0,0,0,0,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1
TRUE,"New Jersey Nets",2010-10-29,21000020,"2010-11",-7.1,0,2,1.3,-6,15.4,-12.6,43.5,-65.1,-35.2,26.5,0,0,0,0,0,0,0,0,0,0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
TRUE,"Milwaukee Bucks",2010-10-30,21000038,"2010-11",-11.5,0,3,-3.4,-10,44.9,-71,-60.6,30.6,13,-25.7,0,0,0,0,0,0,0,0,0,0,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1
TRUE,"Houston Rockets",2010-10-30,21000037,"2010-11",12.1,0.5,3,2.6,13,41.2,-21.6,-59.6,41.6,32.4,0,0,0,0,0,0,0,0,0,0,0,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7
TRUE,"Chicago Bulls",2010-10-30,21000035,"2010-11",-9.1,0,3,-11.5,-10,-20.1,-99.1,-120.1,-8.8,4.9,-65.7,0,0,0,0,0,0,0,0,0,0,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
TRUE,"Memphis Grizzlies",2010-10-30,21000036,"2010-11",-17.4,0,3,-9.2,-20,-30.6,-83.2,45.7,-79.1,50.6,-81.8,0,0,0,0,0,0,0,0,0,0,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1
TRUE,"San Antonio Spurs",2010-10-30,21000039,"2010-11",9.5,0,3,-5.1,9,-27.1,-15.6,-99.8,-42.2,-76.9,29.3,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
TRUE,"Indiana Pacers",2010-10-30,21000034,"2010-11",-13.4,-0.5,3,2.4,-13,17.4,-1.6,51,20.2,-80.3,7.7,0,0,0,0,0,0,0,0,0,0,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6
TRUE,"New York Knicks",2010-10-30,21000033,"2010-11",6.2,0.5,3,0.6,5,14,-13.9,-13.3,-59.8,7,24.4,0,0,0,0,0,0,0,0,0,0,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6
TRUE,"Cleveland Cavaliers",2010-10-30,21000032,"2010-11",3.3,0,3,4,3,51.9,14.1,69.4,-25.2,22.2,-33.1,0,0,0,0,0,0,0,0,0,0,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
TRUE,"Atlanta Hawks",2010-10-30,21000031,"2010-11",-4.3,-1,2,-7.1,-4,-56.9,39.8,-73.5,-71.8,-19.7,-101.4,0,0,0,0,0,0,0,0,0,0,-47.4,-47.4,-47.4,-47.4,-47.4,-47.4,-47.4,-47.4,-47.4,-47.4
TRUE,"Los Angeles Clippers",2010-10-31,21000041,"2010-11",18,0.5,3,7.6,16,-30.4,21.5,46.7,59.6,72.7,90.4,0,0,0,0,0,0,0,0,0,0,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7,44.7
TRUE,"Los Angeles Lakers",2010-10-31,21000043,"2010-11",-24.5,0,3,-8.6,-24,46.1,-75.1,-90.5,-63.5,-97.5,-33.9,0,0,0,0,0,0,0,0,0,0,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2
TRUE,"New Jersey Nets",2010-10-31,21000040,"2010-11",24.1,-0.333333333333333,4,14.6,23,102.5,74.1,159.4,56.7,38.5,75.1,0,0,0,0,0,0,0,-7.7,0,0,27.3,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6
TRUE,"Oklahoma City Thunder",2010-10-31,21000042,"2010-11",21.8,-1,3,-5.7,21,-10.5,-64.1,31.7,51.5,-29.5,-16.3,0,0,0,0,0,0,0,0,0,0,-54.6,-54.6,-54.6,-54.6,-54.6,-54.6,-54.6,-54.6,-54.6,-54.6
TRUE,"Chicago Bulls",2010-11-01,21000044,"2010-11",-13.2,0.5,4,-6.2,-12,-54.2,-44.4,-51.8,-12.8,-28.6,42.3,0,0,0,0,0,0,0,15.6,0,0,21.2,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8
TRUE,"Los Angeles Clippers",2010-11-01,21000046,"2010-11",9.6,0.5,3,9.3,9,55.9,-4.60000000000002,100.6,18,135,126.5,0,0,0,0,0,0,0,11.1,0,0,39,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1
TRUE,"Sacramento Kings",2010-11-01,21000045,"2010-11",-3.2,-0.166666666666667,3,-1,-3,-42.1,1.3,-1.8,74.8,35.5,28.9,0,0,0,0,0,0,0,-2.1,0,0,19,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9
TRUE,"Cleveland Cavaliers",2010-11-02,21000047,"2010-11",14.6,0.666666666666667,4,8.8,12,91.3,18.4,89.5,141.8,15.8,39.3,0,0,0,0,0,0,0,6.5,0,0,32.1,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6
TRUE,"Detroit Pistons",2010-11-02,21000049,"2010-11",23.6,0.666666666666667,4,9.4,23,29.1,3,128.8,116.1,64.6,51,0,0,0,0,0,0,0,12.3,0,0,4.5,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8
TRUE,"Los Angeles Lakers",2010-11-02,21000053,"2010-11",-17,-0.333333333333333,4,-3.8,-19,72.1,-13.3,-69.2,36.5,-93.6,-78,0,0,0,0,0,0,0,-16.1,0,0,-16.5,-32.6,-32.6,-32.6,-32.6,-32.6,-32.6,-32.6,-32.6,-32.6
TRUE,"Miami Heat",2010-11-02,21000050,"2010-11",-30.7,-0.416666666666667,4,-14.5,-32,-34.3,-87.8,-85.7,-109.9,-29.7,-148.2,0,0,0,0,0,0,0,-3,0,0,-61.9,-64.9,-64.9,-64.9,-64.9,-64.9,-64.9,-64.9,-64.9,-64.9
TRUE,"Washington Wizards",2010-11-02,21000048,"2010-11",-0.9,0,4,9.3,-1,10.5,-47.5,134.3,40.5,-8.20000000000001,50.5,0,0,0,0,0,0,0,-8.6,0,0,16.7,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
TRUE,"Milwaukee Bucks",2010-11-02,21000052,"2010-11",16.3,0.416666666666667,5,2.4,14,35.9,56.4,-3.4,26.9,-32,-11.1,0,0,0,0,0,0,0,30.9,0,0,-8.5,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4,22.4
TRUE,"New Jersey Nets",2010-11-03,21000055,"2010-11",2.3,-0.666666666666667,4,2.6,2,96.2,-94.4,20.9,34.3,7.59999999999999,-3.7,0,0,0,0,0,0,0,-19.4,0,0,1,-18.4,-18.4,-18.4,-18.4,-18.4,-18.4,-18.4,-18.4,-18.4
TRUE,"Denver Nuggets",2010-11-03,21000060,"2010-11",1.1,0,4,-0.5,1,-47.5,47.9,23.3,33.9,-8.4,29.8,0,0,0,0,0,0,0,-7.8,0,0,13.4,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
TRUE,"Atlanta Hawks",2010-11-03,21000054,"2010-11",-10.7,-1,5,-3,-9,-75.3,56.1,-47.1,-110.7,-19.7,-52.9,0,0,0,0,0,0,0,-24.1,0,0,-51.6,-75.7,-75.7,-75.7,-75.7,-75.7,-75.7,-75.7,-75.7,-75.7
TRUE,"Philadelphia 76ers",2010-11-03,21000057,"2010-11",-27.4,0.666666666666667,4,-2.4,-26,-18.7,25.9,-102.7,-24.3,72.4,98.4,0,0,0,0,0,0,0,-0.899999999999999,0,0,32.2,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
TRUE,"Sacramento Kings",2010-11-03,21000065,"2010-11",12.8,0.25,5,11.8,12,4.5,27.8,99.5,44,119.3,123.8,0,0,0,0,0,0,0,14.3,0,0,35,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3
TRUE,"Golden State Warriors",2010-11-03,21000063,"2010-11",-5.9,-0.166666666666667,5,4.8,-6,49,8.09999999999999,79.4,3.99999999999999,60.4,0.399999999999999,0,0,0,0,0,0,0,-18.9,0,0,7.1,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8
TRUE,"Boston Celtics",2010-11-03,21000058,"2010-11",-3,-0.5,5,-6.5,-3,-29.1,-35.1,-70.7,-106.8,-101.8,-13.8,0,0,0,0,0,0,0,-13.2,0,0,-31.4,-44.6,-44.6,-44.6,-44.6,-44.6,-44.6,-44.6,-44.6,-44.6
TRUE,"Orlando Magic",2010-11-03,21000056,"2010-11",-41.6,-0.25,5,-12.3,-42,-47.9,-9,-10.9,-71.5,-66.8,-70.4,0,0,0,0,0,0,0,7.9,0,0,-46.7,-38.8,-38.8,-38.8,-38.8,-38.8,-38.8,-38.8,-38.8,-38.8
TRUE,"Houston Rockets",2010-11-03,21000059,"2010-11",9.7,1,4,-1.3,8,0.100000000000001,19.6,-79.1,3.6,19.9,55.8,0,0,0,0,0,0,0,5.1,0,0,30.8,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9,35.9
TRUE,"Los Angeles Clippers",2010-11-03,21000064,"2010-11",-14.5,0.666666666666667,4,7.1,-15,9.59999999999998,49.5,8.40000000000001,9.5,95.2,93.1,0,0,0,0,0,0,0,41.9,0,0,6.9,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8
TRUE,"Phoenix Suns",2010-11-03,21000062,"2010-11",2,0.333333333333333,4,6.9,2,74.1,31.9,83.9,21.2,116.5,49.3,0,0,0,0,0,0,0,28.3,0,0,-9.4,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
TRUE,"Utah Jazz",2010-11-03,21000061,"2010-11",-17,0,4,-4.7,-17,-53.1,-47.4,-63,-60.8,-4.7,-5.7,0,0,0,0,0,0,0,16.5,0,0,14.2,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7
TRUE,"Chicago Bulls",2010-11-04,21000066,"2010-11",9.3,-0.333333333333333,4,-6.8,8,-45.3,-59.4,-38,36.3,16.8,-73.4,0,0,0,0,0,0,0,19.1,0,0,-31.5,-12.4,-12.4,-12.4,-12.4,-12.4,-12.4,-12.4,-12.4,-12.4
TRUE,"Portland Trail Blazers",2010-11-04,21000067,"2010-11",3.4,-0.3,5,2.3,1,-4.1,-6.9,56.9,4.6,55.2,-51.1,0,0,0,0,0,0,0,-18.8,0,0,-39.4,-58.2,-58.2,-58.2,-58.2,-58.2,-58.2,-58.2,-58.2,-58.2
TRUE,"Minnesota Timberwolves",2010-11-05,21000074,"2010-11",10.3,0.8,6,6,10,-0.0999999999999872,52.8,36.4,35.9,31.9,125.8,0,0,0,0,0,0,0,32.2,0,0,97.6,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8,129.8
TRUE,"Detroit Pistons",2010-11-05,21000071,"2010-11",-9.1,0.25,5,-0.5,-7,57,-34.6,-41.1,25.3,24.7,27,0,0,0,0,0,0,0,-4.5,0,0,25.1,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6
TRUE,"Boston Celtics",2010-11-05,21000073,"2010-11",-5.8,-0.3,5,2.1,-5,0.0999999999999943,73,9.8,-105.6,-17.2,-51.4,0,0,0,0,0,0,0,-5.9,0,0,-22.7,-28.6,-28.6,-28.6,-28.6,-28.6,-28.6,-28.6,-28.6,-28.6
TRUE,"Philadelphia 76ers",2010-11-05,21000070,"2010-11",8.5,0.05,5,-11,7,-76.2,19.5,-106.3,-152.9,-25.4,2.7,0,0,0,0,0,0,0,12.6,0,0,-44.4,-31.8,-31.8,-31.8,-31.8,-31.8,-31.8,-31.8,-31.8,-31.8
TRUE,"Denver Nuggets",2010-11-05,21000077,"2010-11",-8.8,-0.3,6,-8.1,-7,20.5,45.3,-25.9,-51.6,-38.7,-113.6,0,0,0,0,0,0,0,-63,0,0,-6.1,-69.1,-69.1,-69.1,-69.1,-69.1,-69.1,-69.1,-69.1,-69.1
TRUE,"Phoenix Suns",2010-11-05,21000076,"2010-11",-3.4,0.15,6,3.3,-5,32.2,33.1,75.8,-59.5,90.1,-60.6,0,0,0,0,0,0,0,-1.1,0,0,-12.5,-13.6,-13.6,-13.6,-13.6,-13.6,-13.6,-13.6,-13.6,-13.6
TRUE,"New Orleans Hornets",2010-11-05,21000075,"2010-11",-4.5,-0.2,6,6.8,-3,63.6,-5.49999999999999,97.3,99.8,-17.9,52.4,0,0,0,0,0,0,0,20.6,0,0,35.6,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2
TRUE,"Indiana Pacers",2010-11-05,21000068,"2010-11",4.9,-0.3,6,0.1,4,-6.2,61.1,-3.4,-34.1,-46.7,-24,0,0,0,0,0,0,0,5.5,0,0,-5.3,0.199999999999999,0.199999999999999,0.199999999999999,0.199999999999999,0.199999999999999,0.199999999999999,0.199999999999999,0.199999999999999,0.199999999999999
TRUE,"Orlando Magic",2010-11-05,21000069,"2010-11",-16.5,-0.166666666666667,5,-12.4,-15,-132.4,22,-32.4,-114.2,-66,-38.1,0,0,0,0,0,0,0,-17.3,0,0,-37.6,-54.9,-54.9,-54.9,-54.9,-54.9,-54.9,-54.9,-54.9,-54.9
TRUE,"Los Angeles Lakers",2010-11-05,21000079,"2010-11",-4,-0.75,5,-12.8,-5,-53,-19.5,-74.3,-45,-35.1,-128.3,0,0,0,0,0,0,0,-18.6,0,0,-50,-68.6,-68.6,-68.6,-68.6,-68.6,-68.6,-68.6,-68.6,-68.6
TRUE,"Golden State Warriors",2010-11-05,21000078,"2010-11",-7.4,-0.25,5,0.5,-7,34.7,-6.80000000000001,36.9,115.4,66.4,51.7,0,0,0,0,0,0,0,-61,0,0,57.4,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6
TRUE,"New York Knicks",2010-11-05,21000072,"2010-11",-20.3,-0.166666666666667,4,-8.8,-21,-22.4,19.6,-102.6,-63.1,-82.7,18.5,0,0,0,0,0,0,0,-32.1,0,0,-6.5,-38.6,-38.6,-38.6,-38.6,-38.6,-38.6,-38.6,-38.6,-38.6
TRUE,"Washington Wizards",2010-11-06,21000081,"2010-11",6.1,0.15,6,-1.7,5,-35.4,-62.3,-15.7,-72.1,-14.5,39.7,0,0,0,0,0,0,0,17.4,0,0,13.3,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7
TRUE,"Dallas Mavericks",2010-11-06,21000085,"2010-11",12.9,-0.15,6,0.5,11,-10.8,-14.7,-2.4,-54.7,8.79999999999999,-59.4,0,0,0,0,0,0,0,12.4,0,0,-11.4,1,1,1,1,1,1,1,1,1
TRUE,"San Antonio Spurs",2010-11-06,21000084,"2010-11",-0.7,-0.75,5,-3.8,-3,-55.5,32.2,-27.3,-48.5,-82.9,-76.7,0,0,0,0,0,0,0,-6.8,0,0,-33.4,-40.2,-40.2,-40.2,-40.2,-40.2,-40.2,-40.2,-40.2,-40.2
TRUE,"Utah Jazz",2010-11-06,21000086,"2010-11",-2.9,-0.233333333333333,7,-1.4,-2,33.1,34.3,-16.6,-70.1,-71.2,-102,0,0,0,0,0,0,-11.1,-26.7,-11.1,0,-3.9,-30.6,-41.7,-41.7,-41.7,-41.7,-41.7,-41.7,-41.7,-41.7
TRUE,"Sacramento Kings",2010-11-06,21000088,"2010-11",12,-0.266666666666667,7,8,9,41.2,34.1,90.9,14.4,63.9,2.8,0,0,0,0,0,0,-15.2,1.1,-15.2,0,0.299999999999999,1.4,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8,-13.8
TRUE,"Miami Heat",2010-11-06,21000082,"2010-11",-12.8,-0.266666666666667,6,-14.6,-12,-116.3,-78.9999999999999,-120.4,-139.8,4.20000000000002,-148.1,0,0,0,0,0,0,7.7,-75.5,7.7,0,-45,-120.5,-112.8,-112.8,-112.8,-112.8,-112.8,-112.8,-112.8,-112.8
TRUE,"Milwaukee Bucks",2010-11-06,21000083,"2010-11",6.7,0.666666666666667,6,1.8,6,-5.60000000000001,26.9,16.5,5,32,63.1,0,0,0,0,0,0,4.2,35,4.2,0,12.3,47.3,51.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5
TRUE,"Charlotte Bobcats",2010-11-06,21000080,"2010-11",5.5,0.55,5,9.8,3,44,43.7,28.4,80.8,20.4,93.4,0,0,0,0,0,0,0,29.4,0,0,64.9,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3
TRUE,"Portland Trail Blazers",2010-11-06,21000087,"2010-11",-14.1,-0.466666666666667,6,-8.1,-13,-84.4,-41.5,-1,-51.2,49.2,-32.8,0,0,0,0,0,0,-15.6,7.9,-15.6,0,-33.9,-26,-41.6,-41.6,-41.6,-41.6,-41.6,-41.6,-41.6,-41.6
TRUE,"Oklahoma City Thunder",2010-11-07,21000093,"2010-11",9,0.233333333333333,7,1.8,9,20.1,-21.4,15.9,57.1,56.1,59.4,0,0,0,0,0,0,7.7,25.6,7.7,0,19.9,45.5,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2
TRUE,"Detroit Pistons",2010-11-07,21000091,"2010-11",-5.4,0.633333333333333,6,1.4,-5,68,-21.8,-15.4,31,-48.7,52.5,0,0,0,0,0,0,4.6,29.8,4.6,0,14.9,44.7,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3
TRUE,"Houston Rockets",2010-11-07,21000092,"2010-11",-23.6,0.166666666666667,7,-9,-26,27.6,-39.7,-69,-33.6,-26.3,-50.1,0,0,0,0,0,0,-2.09999999999999,-22.4,-2.09999999999999,0,-41.5,-63.9,-66,-66,-66,-66,-66,-66,-66,-66
TRUE,"New York Knicks",2010-11-07,21000089,"2010-11",7.8,-0.433333333333333,7,0.5,10,-9.2,-34.5,14,7.8,-42,-30.1,0,0,0,0,0,0,-8.6,-14.4,-8.6,0,-10.7,-25.1,-33.7,-33.7,-33.7,-33.7,-33.7,-33.7,-33.7,-33.7
TRUE,"Atlanta Hawks",2010-11-07,21000090,"2010-11",5.6,-0.6,6,-0.1,4,-91.9,-41.1,8.79999999999999,-12.7,-41.3,-44.1,0,0,0,0,0,0,-15.2,-28.2,-15.2,0,-19.6,-47.8,-63,-63,-63,-63,-63,-63,-63,-63
TRUE,"Los Angeles Lakers",2010-11-07,21000094,"2010-11",-25.2,-0.285714285714286,8,-4.7,-25,-5.99999999999998,57.1,-87.2,-0.599999999999994,-60.6,-59.4,0,0,0,0,0,0,25.8,-40.6,25.8,0,-6.1,-46.7,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9
TRUE,"Orlando Magic",2010-11-08,21000096,"2010-11",-2.2,0.0571428571428571,8,-6.3,-4,-22.4,-1.09999999999999,12.8,-18.1,25.6,-62.3,0,0,0,0,0,0,18.4,-10.6,18.4,0,-17.3,-27.9,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5
TRUE,"Dallas Mavericks",2010-11-08,21000100,"2010-11",-3.3,0.257142857142857,8,1.3,-2,43.2,18.1,-20.3,51.6,27.5,37.3,0,0,0,0,0,0,-1,-4.2,-1,0,26.6,22.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4
