"player_id","player_name","team_id","team_abbreviation","gp","w","l","min","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","date","speed_5dayWindow","speed_7dayWindow"
204060,"Joe Ingles",1610612762,"UTA",1,0,1,14.1,14.1,5359,1.01,0.56,0.45,4.26,4.92,4.43,2016-10-25,0,0
2207,"Joe Johnson",1610612762,"UTA",1,0,1,30.5,30.5,11174,2.12,1.21,0.91,4.14,4.43,3.8,2016-10-25,0,0
203613,"Jonathon Simmons",1610612759,"SAS",1,1,0,28.17,28.17,11045,2.09,1.2,0.89,4.48,4.62,4.29,2016-10-25,0,0
203895,"Jordan McRae",1610612739,"CLE",1,1,0,5.83,5.83,2258,0.43,0.24,0.19,4.12,3.72,4.62,2016-10-25,0,0
203200,"Justin Holiday",1610612752,"NYK",1,0,1,26.45,26.45,10439,1.98,1.04,0.93,4.54,4.7,3.95,2016-10-25,0,0
202695,"Kawhi Leonard",1610612759,"SAS",1,1,0,32.05,32.05,12710,2.41,1.43,0.98,4.51,4.6,4.38,2016-10-25,0,0
201142,"Kevin Durant",1610612744,"GSW",1,0,1,36.6,36.6,12721,2.41,1.21,1.2,3.94,4.64,3.43,2016-10-25,0,0
201567,"Kevin Love",1610612739,"CLE",1,1,0,24.98,24.98,9350,1.77,0.96,0.81,4.34,4.82,3.85,2016-10-25,0,0
1626172,"Kevon Looney",1610612744,"GSW",1,0,1,3.68,3.68,1263,0.24,0.13,0.11,3.25,3.16,3.34,2016-10-25,0,0
202691,"Klay Thompson",1610612744,"GSW",1,0,1,33.35,33.35,12808,2.43,1.19,1.23,4.33,5.17,3.72,2016-10-25,0,0
204001,"Kristaps Porzingis",1610612752,"NYK",1,0,1,32.8,32.8,12105,2.29,1.14,1.15,4.21,4.21,4.21,2016-10-25,0,0
203937,"Kyle Anderson",1610612759,"SAS",1,1,0,22.4,22.4,8970,1.7,1.06,0.63,4.56,4.73,4.3,2016-10-25,0,0
203124,"Kyle O'Quinn",1610612752,"NYK",1,0,1,15.4,15.4,5333,1.01,0.52,0.49,3.91,4.2,3.66,2016-10-25,0,0
202681,"Kyrie Irving",1610612739,"CLE",1,1,0,29.8,29.8,10933,2.07,1.16,0.92,4.24,4.52,3.91,2016-10-25,0,0
200746,"LaMarcus Aldridge",1610612759,"SAS",1,1,0,35.18,35.18,13045,2.47,1.43,1.04,4.27,4.07,4.15,2016-10-25,0,0
202498,"Lance Thomas",1610612752,"NYK",1,0,1,16.62,16.62,6621,1.25,0.69,0.57,4.7,5.25,4.18,2016-10-25,0,0
2544,"LeBron James",1610612739,"CLE",1,1,0,32.38,32.38,11646,2.21,1.24,0.97,4.08,4.39,3.77,2016-10-25,0,0
1938,"Manu Ginobili",1610612759,"SAS",1,1,0,20.87,20.87,7557,1.43,0.83,0.61,4.03,4.01,4.06,2016-10-25,0,0
203486,"Mason Plumlee",1610612743,"DEN",1,1,0,14.57,14.57,5236,0.99,0.47,0.52,4.12,4.34,3.92,2016-10-25,0,0
203090,"Maurice Harkless",1610612757,"POR",1,1,0,22.35,22.35,8758,1.66,0.87,0.78,4.56,4.99,4.16,2016-10-25,0,0
203086,"Meyers Leonard",1610612757,"POR",1,1,0,9.25,9.25,3226,0.61,0.34,0.27,3.9,3.73,4.08,2016-10-25,0,0
2399,"Mike Dunleavy",1610612737,"ATL",1,1,0,22.53,22.53,8661,1.64,0.87,0.77,4.27,4.82,4.26,2016-10-25,0,0
1627851,"Mindaugas Kuzminskas",1610612752,"NYK",1,0,1,9.23,9.23,3663,0.69,0.37,0.32,4.58,5.33,3.85,2016-10-25,0,0
1627879,"Nicolas Laprovittola",1610612759,"SAS",1,1,0,3.68,3.68,1405,0.27,0.14,0.13,4.88,3.34,3.17,2016-10-25,0,0
203943,"Noah Vonleh",1610612757,"POR",1,1,0,16.1,16.1,6078,1.15,0.57,0.59,4.47,5.12,3.96,2016-10-25,0,0
1627775,"Patrick McCaw",1610612744,"GSW",1,0,1,9,9,3241,0.61,0.3,0.32,3.99,4.66,3.5,2016-10-25,0,0
201988,"Patty Mills",1610612759,"SAS",1,1,0,17.85,17.85,7785,1.47,0.85,0.62,5.05,5.52,4.47,2016-10-25,0,0
2200,"Pau Gasol",1610612759,"SAS",1,1,0,18.27,18.27,7011,1.33,0.78,0.55,4.28,4.37,4.13,2016-10-25,0,0
2210,"Richard Jefferson",1610612739,"CLE",1,1,0,25.78,25.78,9256,1.75,0.9,0.85,4.2,4.34,3.61,2016-10-25,0,0
203918,"Rodney Hood",1610612762,"UTA",1,0,1,37.65,37.65,13826,2.62,1.44,1.18,4.14,4.26,4.01,2016-10-25,0,0
1627758,"Ron Baker",1610612752,"NYK",1,0,1,6.73,6.73,2796,0.53,0.26,0.27,4.47,6.31,4.66,2016-10-25,0,0
203497,"Rudy Gobert",1610612762,"UTA",1,0,1,40.95,40.95,15078,2.86,1.63,1.23,4.24,4.46,3.71,2016-10-25,0,0
2756,"Sasha Vujacic",1610612752,"NYK",1,0,1,3.3,3.3,1415,0.27,0.15,0.12,5.5,8.05,3.36,2016-10-25,0,0
2733,"Shaun Livingston",1610612744,"GSW",1,0,1,12.9,12.9,4969,0.94,0.44,0.5,4.19,4.38,4.04,2016-10-25,0,0
202714,"Shelvin Mack",1610612762,"UTA",1,0,1,14.8,14.8,6072,1.15,0.66,0.49,4.88,5.38,4.32,2016-10-25,0,0
201939,"Stephen Curry",1610612744,"GSW",1,0,1,34.1,34.1,14175,2.68,1.34,1.34,4.77,5.35,4.02,2016-10-25,0,0
2225,"Tony Parker",1610612759,"SAS",1,1,0,26.47,26.47,11018,2.09,1.28,0.81,4.77,4.93,4.53,2016-10-25,0,0
1626168,"Trey Lyles",1610612762,"UTA",1,0,1,17.92,17.92,6729,1.27,0.73,0.54,4.36,4.49,3.51,2016-10-25,0,0
202684,"Tristan Thompson",1610612739,"CLE",1,1,0,22.42,22.42,8967,1.7,0.9,0.8,4.56,4.6,4.52,2016-10-25,0,0
1626195,"Willy Hernangomez",1610612752,"NYK",1,0,1,9.43,9.43,3713,0.7,0.36,0.34,4.46,5.39,3.62,2016-10-25,0,0
2585,"Zaza Pachulia",1610612744,"GSW",1,0,1,20.08,20.08,7524,1.43,0.67,0.76,4.2,5.03,4.1,2016-10-25,0,0
203932,"Aaron Gordon",1610612753,"ORL",1,0,1,35.1,35.1,13926,2.64,1.43,1.21,4.47,4.82,4.11,2016-10-26,0,0
201143,"Al Horford",1610612738,"BOS",1,1,0,27.15,27.15,9831,1.86,0.96,0.9,4.21,4.58,3.87,2016-10-26,0,0
2744,"Al Jefferson",1610612754,"IND",1,1,0,10.9,10.9,3526,0.67,0.34,0.33,3.87,3.39,3.25,2016-10-26,0,0
203518,"Alex Abrines",1610612760,"OKC",1,1,0,13.4,13.4,5059,0.96,0.51,0.45,4.59,4.73,4.46,2016-10-26,0,0
203458,"Alex Len",1610612756,"PHX",1,0,1,24.15,24.15,8095,1.53,0.8,0.73,3.74,4.59,3.09,2016-10-26,0,0
201582,"Alexis Ajinca",1610612740,"NOP",1,0,1,10.87,10.87,4149,0.79,0.45,0.34,4.73,5.65,3.73,2016-10-26,0,0
101161,"Amir Johnson",1610612738,"BOS",1,1,0,19.5,19.5,6933,1.31,0.63,0.68,4.01,4.03,4,2016-10-26,0,0
203083,"Andre Drummond",1610612765,"DET",1,0,1,24.15,24.15,8799,1.67,0.89,0.77,4.22,4.65,3.83,2016-10-26,0,0
203460,"Andre Roberson",1610612760,"OKC",1,1,0,31.85,31.85,13253,2.51,1.26,1.25,4.71,5.25,4.6,2016-10-26,0,0
101106,"Andrew Bogut",1610612739,"CLE",1,0,1,19.67,19.67,7051,1.34,0.72,0.61,3.98,3.96,4.02,2016-10-26,0,0
1626150,"Andrew Harrison",1610612763,"MEM",1,1,0,38.2,38.2,12692,2.4,1.29,1.12,3.77,3.83,3.71,2016-10-26,0,0
203952,"Andrew Wiggins",1610612750,"MIN",1,0,1,34.48,34.48,13049,2.47,1.29,1.18,4.16,4.54,3.82,2016-10-26,0,0
203076,"Anthony Davis",1610612740,"NOP",1,0,1,41.23,41.23,15108,2.86,1.42,1.44,4.23,4.41,3.8,2016-10-26,0,0
201229,"Anthony Tolliver",1610612758,"SAC",1,1,0,14.82,14.82,5440,1.03,0.56,0.47,4.07,4.25,4.79,2016-10-26,0,0
203382,"Aron Baynes",1610612765,"DET",1,0,1,15.37,15.37,6046,1.15,0.64,0.51,4.3,4.28,4.33,2016-10-26,0,0
201167,"Arron Afflalo",1610612758,"SAC",1,1,0,26.22,26.22,9723,1.84,1,0.84,4.12,4.32,3.91,2016-10-26,0,0
202340,"Avery Bradley",1610612738,"BOS",1,1,0,34.05,34.05,12857,2.44,1.25,1.19,4.25,4.35,4.15,2016-10-26,0,0
203463,"Ben McLemore",1610612758,"SAC",1,1,0,16.73,16.73,6491,1.23,0.69,0.54,4.3,4.29,4.33,2016-10-26,0,0
2757,"Beno Udrih",1610612765,"DET",1,0,1,14.75,14.75,5849,1.11,0.62,0.48,4.48,4.92,4.05,2016-10-26,0,0
1626246,"Boban Marjanovic",1610612765,"DET",1,0,1,5.05,5.05,1815,0.34,0.17,0.17,3.57,4.68,4.85,2016-10-26,0,0
202711,"Bojan Bogdanovic",1610612764,"WAS",1,0,1,23.07,23.07,9186,1.74,0.99,0.75,4.39,4.82,3.89,2016-10-26,0,0
1627742,"Brandon Ingram",1610612747,"LAL",1,1,0,23.67,23.67,9394,1.78,1.03,0.75,4.57,4.73,3.84,2016-10-26,0,0
202688,"Brandon Knight",1610612756,"PHX",1,0,1,25.82,25.82,9862,1.87,0.96,0.91,4.44,5.27,3.78,2016-10-26,0,0
201575,"Brandon Rush",1610612750,"MIN",1,0,1,13.65,13.65,5314,1.01,0.56,0.45,4.39,5.07,3.65,2016-10-26,0,0
201572,"Brook Lopez",1610612751,"BKN",1,0,1,21.2,21.2,7716,1.46,0.8,0.66,4.26,4.2,4.33,2016-10-26,0,0
1627741,"Buddy Hield",1610612758,"SAC",1,0,1,16.83,16.83,7612,1.44,0.81,0.63,4.99,5.4,4.53,2016-10-26,0,0
101139,"CJ Miles",1610612754,"IND",1,1,0,12.55,12.55,4867,0.92,0.54,0.38,4.34,4.54,4.1,2016-10-26,0,0
1626191,"Chris McCullough",1610612764,"WAS",1,0,1,3.65,3.65,1575,0.3,0.14,0.16,4.89,4.28,5.27,2016-10-26,0,0
203991,"Clint Capela",1610612745,"HOU",1,0,1,25.67,25.67,10145,1.92,0.96,0.96,4.45,5.15,4.29,2016-10-26,0,0
203469,"Cody Zeller",1610612766,"CHA",1,1,0,14.25,14.25,5563,1.05,0.58,0.47,4.65,4.82,4.46,2016-10-26,0,0
202332,"Cole Aldrich",1610612750,"MIN",1,0,1,9.97,9.97,3668,0.69,0.33,0.36,4.22,3.81,4.59,2016-10-26,0,0
201147,"Corey Brewer",1610612747,"LAL",1,0,1,15.27,15.27,5865,1.11,0.5,0.61,4.33,4.56,4.16,2016-10-26,0,0
202709,"Cory Joseph",1610612761,"TOR",1,1,0,21.6,21.6,8857,1.68,0.94,0.74,4.72,4.88,3.99,2016-10-26,0,0
1626156,"D'Angelo Russell",1610612747,"LAL",1,1,0,29.07,29.07,11685,2.21,1.28,0.93,4.55,5.15,3.9,2016-10-26,0,0
201571,"D.J. Augustin",1610612753,"ORL",1,0,1,16.53,16.53,5861,1.11,0.56,0.55,4,4.6,3.46,2016-10-26,0,0
201568,"Danilo Gallinari",1610612743,"DEN",1,1,0,37.72,37.72,13946,2.64,1.5,1.14,4.14,4.46,3.78,2016-10-26,0,0
201967,"Dante Cunningham",1610612740,"NOP",1,0,1,8.5,8.5,3571,0.68,0.4,0.28,4.97,5.15,4.72,2016-10-26,0,0
203967,"Dario Saric",1610612755,"PHI",1,0,1,27.45,27.45,10845,2.05,1.11,0.94,4.59,4.5,4.24,2016-10-26,0,0
201942,"DeMar DeRozan",1610612761,"TOR",1,1,0,34.47,34.47,12940,2.45,1.3,1.15,4.36,4.71,3.69,2016-10-26,0,0
202326,"DeMarcus Cousins",1610612740,"NOP",1,1,0,24.67,24.67,7831,1.48,0.82,0.67,3.65,3.54,3.8,2016-10-26,0,0
201960,"DeMarre Carroll",1610612761,"TOR",1,1,0,29.43,29.43,10887,2.06,1.09,0.98,4.29,4.41,4.15,2016-10-26,0,0
101114,"Deron Williams",1610612739,"CLE",1,0,1,40,40,14597,2.76,1.53,1.24,4.21,4.51,3.6,2016-10-26,0,0
1626164,"Devin Booker",1610612756,"PHX",1,0,1,24.55,24.55,9397,1.78,0.89,0.89,4.41,4.8,4.07,2016-10-26,0,0
1627738,"Deyonta Davis",1610612763,"MEM",1,1,0,5.65,5.65,2247,0.43,0.21,0.22,4.26,4.79,3.83,2016-10-26,0,0
203079,"Dion Waiters",1610612748,"MIA",1,1,0,33.52,33.52,11549,2.19,1.18,1.01,3.96,4.13,3.78,2016-10-26,0,0
1717,"Dirk Nowitzki",1610612742,"DAL",1,0,1,38.4,38.4,12322,2.33,1.18,1.15,3.61,3.8,3.73,2016-10-26,0,0
1627734,"Domantas Sabonis",1610612760,"OKC",1,1,0,16.35,16.35,6551,1.24,0.67,0.57,4.41,5.02,4.52,2016-10-26,0,0
1627827,"Dorian Finney-Smith",1610612742,"DAL",1,0,1,0.45,0.45,254,0.05,0.04,0.01,0,0,0,2016-10-26,0,0
1627733,"Dragan Bender",1610612756,"PHX",1,0,1,11.95,11.95,4170,0.79,0.42,0.37,4.04,4.78,3.51,2016-10-26,0,0
203939,"Dwight Powell",1610612742,"DAL",1,0,1,16.48,16.48,6645,1.26,0.68,0.58,4.76,5.17,4.37,2016-10-26,0,0
202734,"E'Twaun Moore",1610612740,"NOP",1,0,1,28.15,28.15,11115,2.11,1.05,1.05,4.49,5.22,4.27,2016-10-26,0,0
203901,"Elfrid Payton",1610612753,"ORL",1,0,1,37.5,37.5,14444,2.74,1.38,1.36,4.32,4.77,4.23,2016-10-26,0,0
1626144,"Emmanuel Mudiay",1610612743,"DEN",1,1,0,28.1,28.1,11388,2.16,1.21,0.94,4.71,4.75,4.18,2016-10-26,0,0
202683,"Enes Kanter",1610612760,"OKC",1,1,0,24,24,9074,1.72,0.85,0.87,4.27,5.29,3.95,2016-10-26,0,0
202339,"Eric Bledsoe",1610612756,"PHX",1,0,1,29.45,29.45,11133,2.11,1.01,1.1,4.28,4.47,4.13,2016-10-26,0,0
201569,"Eric Gordon",1610612745,"HOU",1,0,1,34.45,34.45,12733,2.41,1.21,1.2,4.19,4.49,3.93,2016-10-26,0,0
101141,"Ersan Ilyasova",1610612737,"ATL",1,1,0,20.05,20.05,7630,1.45,0.73,0.72,4.19,4.92,3.66,2016-10-26,0,0
203095,"Evan Fournier",1610612753,"ORL",1,0,1,39.38,39.38,14680,2.78,1.46,1.32,4.27,4.87,3.74,2016-10-26,0,0
202066,"Garrett Temple",1610612758,"SAC",1,1,0,17.85,17.85,6760,1.28,0.73,0.55,4.39,4.26,3.79,2016-10-26,0,0
101123,"Gerald Green",1610612738,"BOS",1,1,0,14.75,14.75,5747,1.09,0.54,0.54,4.5,4.2,3.97,2016-10-26,0,0
201945,"Gerald Henderson",1610612755,"PHI",1,0,1,24.78,24.78,9947,1.88,1.04,0.84,4.6,4.77,3.93,2016-10-26,0,0
203507,"Giannis Antetokounmpo",1610612749,"MIL",1,0,1,38.73,38.73,14456,2.74,1.39,1.35,4.19,4.81,3.96,2016-10-26,0,0
203922,"Glenn Robinson III",1610612754,"IND",1,1,0,10.23,10.23,4290,0.81,0.43,0.38,4.74,4.56,4.93,2016-10-26,0,0
201609,"Goran Dragic",1610612748,"MIA",1,1,0,28.62,28.62,11245,2.13,1.23,0.9,4.42,5.07,3.77,2016-10-26,0,0
203476,"Gorgui Dieng",1610612750,"MIN",1,0,1,34.02,34.02,12271,2.32,1.14,1.18,4.07,4.17,3.98,2016-10-26,0,0
202328,"Greg Monroe",1610612749,"MIL",1,0,1,29.33,29.33,10605,2.01,0.95,1.06,4.1,4.17,4.04,2016-10-26,0,0
202349,"Greivis Vasquez",1610612751,"BKN",1,0,1,18.23,18.23,6732,1.28,0.74,0.53,4.28,4.24,3.61,2016-10-26,0,0
203084,"Harrison Barnes",1610612742,"DAL",1,0,1,34.68,34.68,14386,2.72,1.44,1.28,4.68,4.89,4.48,2016-10-26,0,0
202355,"Hassan Whiteside",1610612748,"MIA",1,1,0,30.98,30.98,10409,1.97,1.06,0.91,3.89,4.04,3.71,2016-10-26,0,0
1627740,"Henry Ellenson",1610612765,"DET",1,0,1,2.17,2.17,823,0.16,0.08,0.08,5.54,7.28,4.46,2016-10-26,0,0
203138,"Hollis Thompson",1610612740,"NOP",1,0,1,13.47,13.47,5376,1.02,0.55,0.47,4.59,4.18,5.07,2016-10-26,0,0
202738,"Isaiah Thomas",1610612738,"BOS",1,1,0,32.82,32.82,12149,2.3,1.21,1.09,4.23,4.66,3.84,2016-10-26,0,0
1627785,"Isaiah Whitehead",1610612751,"BKN",1,0,1,3.87,3.87,1686,0.32,0.13,0.19,4.62,3.88,5.1,2016-10-26,0,0
202397,"Ish Smith",1610612765,"DET",1,0,1,33.25,33.25,13380,2.53,1.53,1.01,4.52,5.28,3.71,2016-10-26,0,0
200826,"J.J. Barea",1610612742,"DAL",1,0,1,39.12,39.12,14297,2.71,1.5,1.21,4.16,4.74,3.61,2016-10-26,0,0
203210,"JaMychal Green",1610612763,"MEM",1,1,0,28.72,28.72,11014,2.09,1.16,0.93,4.39,4.64,4.09,2016-10-26,0,0
203953,"Jabari Parker",1610612749,"MIL",1,0,1,29.83,29.83,11456,2.17,1.06,1.11,4.43,4.98,4,2016-10-26,0,0
203109,"Jae Crowder",1610612738,"BOS",1,1,0,29.18,29.18,10960,2.08,1.04,1.03,4.33,4.26,4,2016-10-26,0,0
1626143,"Jahlil Okafor",1610612755,"PHI",1,0,1,15.7,15.7,6000,1.14,0.65,0.48,4.22,4.42,4.89,2016-10-26,0,0
1627751,"Jakob Poeltl",1610612761,"TOR",1,1,0,12.78,12.78,5040,0.95,0.48,0.47,4.7,4.73,4.67,2016-10-26,0,0
1627750,"Jamal Murray",1610612743,"DEN",1,1,0,13.25,13.25,5710,1.08,0.57,0.51,4.99,5.94,4.2,2016-10-26,0,0
2749,"Jameer Nelson",1610612743,"DEN",1,1,0,19.9,19.9,7331,1.39,0.79,0.6,4.22,4.83,3.62,2016-10-26,0,0
203516,"James Ennis III",1610612763,"MEM",1,1,0,28.18,28.18,10990,2.08,1.19,0.89,4.48,4.79,4.12,2016-10-26,0,0
201935,"James Harden",1610612745,"HOU",1,0,1,37.18,37.18,12708,2.41,1.24,1.17,3.88,4.08,3.69,2016-10-26,0,0
201949,"James Johnson",1610612748,"MIA",1,1,0,25.2,25.2,9644,1.83,1.07,0.76,4.29,5.04,3.99,2016-10-26,0,0
201162,"Jared Dudley",1610612756,"PHX",1,0,1,25.8,25.8,9180,1.74,0.93,0.81,3.96,4.57,3.44,2016-10-26,0,0
1891,"Jason Terry",1610612749,"MIL",1,0,1,18.33,18.33,6842,1.3,0.61,0.69,4.26,4.33,4.22,2016-10-26,0,0
1627759,"Jaylen Brown",1610612738,"BOS",1,1,0,19.45,19.45,8243,1.56,0.79,0.77,4.95,5.01,4.89,2016-10-26,0,0
201145,"Jeff Green",1610612753,"ORL",1,0,1,25.23,25.23,8870,1.68,0.84,0.84,4.05,4.21,3.48,2016-10-26,0,0
201952,"Jeff Teague",1610612754,"IND",1,1,0,36.75,36.75,13194,2.5,1.33,1.17,4.09,4.23,3.94,2016-10-26,0,0
203924,"Jerami Grant",1610612760,"OKC",1,0,1,21.85,21.85,8468,1.6,0.94,0.67,4.4,4.5,4.28,2016-10-26,0,0
203087,"Jeremy Lamb",1610612766,"CHA",1,1,0,9.43,9.43,3847,0.73,0.4,0.32,4.5,5.2,3.81,2016-10-26,0,0
202391,"Jeremy Lin",1610612751,"BKN",1,0,1,27.57,27.57,10967,2.08,1.14,0.93,4.59,4.77,3.97,2016-10-26,0,0
203925,"Joe Harris",1610612751,"BKN",1,0,1,25.25,25.25,10397,1.97,1.03,0.94,4.75,4.94,4.13,2016-10-26,0,0
1626202,"Joe Young",1610612754,"IND",1,1,0,3.45,3.45,1476,0.28,0.14,0.14,5.22,3.37,3.6,2016-10-26,0,0
203954,"Joel Embiid",1610612755,"PHI",1,0,1,22.42,22.42,8427,1.6,0.87,0.73,4.29,4.67,3.88,2016-10-26,0,0
203089,"John Henson",1610612749,"MIL",1,0,1,10.38,10.38,4063,0.77,0.38,0.39,4.64,4.72,4.54,2016-10-26,0,0
202720,"Jon Leuer",1610612765,"DET",1,0,1,22.57,22.57,9273,1.76,0.96,0.8,4.79,5.03,4.51,2016-10-26,0,0
201973,"Jonas Jerebko",1610612738,"BOS",1,1,0,18.82,18.82,7493,1.42,0.74,0.68,4.47,4.59,4.36,2016-10-26,0,0
202685,"Jonas Valanciunas",1610612761,"TOR",1,1,0,35.22,35.22,12667,2.4,1.23,1.17,4.1,4.19,4.02,2016-10-26,0,0
203903,"Jordan Clarkson",1610612747,"LAL",1,1,0,24.58,24.58,9937,1.88,1.07,0.81,4.64,5.07,4.16,2016-10-26,0,0
1627823,"Juancho Hernangomez",1610612743,"DEN",1,1,0,0.65,0.65,205,0.04,0.02,0.02,0,0,0,2016-10-26,0,0
203944,"Julius Randle",1610612747,"LAL",1,1,0,29.18,29.18,10740,2.03,1.18,0.85,4.12,4.71,3.9,2016-10-26,0,0
1626147,"Justin Anderson",1610612755,"PHI",1,0,1,19.32,19.32,7586,1.44,0.78,0.66,4.37,4.89,4.46,2016-10-26,0,0
203120,"Justin Hamilton",1610612751,"BKN",1,0,1,25.33,25.33,10237,1.94,1.05,0.89,4.53,4.8,4.26,2016-10-26,0,0
1626159,"Justise Winslow",1610612748,"MIA",1,1,0,33.95,33.95,12382,2.35,1.29,1.05,4.17,4.57,4.11,2016-10-26,0,0
203994,"Jusuf Nurkic",1610612757,"POR",1,1,0,26.02,26.02,10575,2,1.06,0.94,4.62,5.05,4.2,2016-10-26,0,0
203909,"KJ McDaniels",1610612751,"BKN",1,0,1,12.25,12.25,4451,0.84,0.42,0.42,3.92,4.08,3.76,2016-10-26,0,0
1626157,"Karl-Anthony Towns",1610612750,"MIN",1,0,1,36.48,36.48,13527,2.56,1.29,1.27,4.28,4.41,4.17,2016-10-26,0,0
202689,"Kemba Walker",1610612766,"CHA",1,1,0,35.07,35.07,12535,2.37,1.4,0.97,4.11,4.42,3.75,2016-10-26,0,0
202702,"Kenneth Faried",1610612743,"DEN",1,1,0,28.27,28.27,11006,2.08,1.13,0.95,4.46,4.37,4.56,2016-10-26,0,0
203484,"Kentavious Caldwell-Pope",1610612765,"DET",1,0,1,38.82,38.82,14058,2.66,1.41,1.26,4.18,4.18,4.17,2016-10-26,0,0
201585,"Kosta Koufos",1610612758,"SAC",1,1,0,13.38,13.38,5091,0.96,0.6,0.36,4.49,4.6,4.32,2016-10-26,0,0
