"player_id","player_name","team_id","team_abbreviation","gp","w","l","min","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","date","dist_5dayWindow"
1627732,"Ben Simmons",1610612755,"PHI",1,0,1,34.67,34.67,13947,2.64,1.5,1.14,4.53,5.47,3.66,2017-10-18,0
202687,"Bismack Biyombo",1610612753,"ORL",1,1,0,16.07,16.07,5986,1.13,0.62,0.51,4.12,4.34,3.9,2017-10-18,0
202711,"Bojan Bogdanovic",1610612754,"IND",1,1,0,29.4,29.4,11810,2.24,1.25,0.99,4.51,4.73,4.27,2017-10-18,0
203078,"Bradley Beal",1610612764,"WAS",1,1,0,35.62,35.62,14002,2.65,1.32,1.33,4.56,4.28,4.51,2017-10-18,0
201148,"Brandan Wright",1610612745,"HOU",1,1,0,26.75,26.75,9695,1.84,1.03,0.8,4.05,4.18,3.89,2017-10-18,0
203464,"Brandon Paul",1610612759,"SAS",1,1,0,0.18,0.18,86,0.02,0.01,0,0,0,0,2017-10-18,0
1627854,"Bryn Forbes",1610612759,"SAS",1,1,0,0.18,0.18,85,0.02,0.01,0,0,0,0,2017-10-18,0
1627741,"Buddy Hield",1610612758,"SAC",1,0,1,32.82,32.82,13687,2.59,1.59,1,4.76,5.33,4.06,2017-10-18,0
1628403,"Caleb Swanigan",1610612757,"POR",1,1,0,17.5,17.5,6340,1.2,0.69,0.51,4.13,4.14,4.12,2017-10-18,0
1627747,"Caris LeVert",1610612751,"BKN",1,0,1,27.75,27.75,11254,2.13,1.03,1.1,4.55,4.85,4.31,2017-10-18,0
202718,"Chandler Parsons",1610612763,"MEM",1,1,0,15.27,15.27,5316,1.01,0.52,0.49,3.93,3.96,3.92,2017-10-18,0
1627767,"Cheick Diallo",1610612740,"NOP",1,0,1,0.83,0.83,312,0.06,0.02,0.04,7.21,0,0,2017-10-18,0
203991,"Clint Capela",1610612745,"HOU",1,1,0,28.33,28.33,10702,2.03,1.04,0.98,4.24,4.54,3.99,2017-10-18,1.39
203469,"Cody Zeller",1610612766,"CHA",1,0,1,23.4,23.4,9559,1.81,0.99,0.82,4.62,5,4.23,2017-10-18,0
202709,"Cory Joseph",1610612754,"IND",1,1,0,24.67,24.67,11042,2.09,1.15,0.94,5.12,5.52,4.68,2017-10-18,0
1626156,"D'Angelo Russell",1610612751,"BKN",1,0,1,30.47,30.47,12217,2.31,1.18,1.13,4.55,4.94,4.2,2017-10-18,0
201571,"D.J. Augustin",1610612753,"ORL",1,1,0,16.28,16.28,6610,1.25,0.71,0.54,4.81,5.06,3.79,2017-10-18,0
203081,"Damian Lillard",1610612757,"POR",1,1,0,29.65,29.65,11037,2.09,1.17,0.92,4.26,4.76,3.73,2017-10-18,0
2863,"Damien Wilkins",1610612754,"IND",1,1,0,11.03,11.03,4233,0.8,0.42,0.38,4.38,3.95,4.93,2017-10-18,0
1628464,"Daniel Theis",1610612738,"BOS",1,0,1,4.75,4.75,1852,0.35,0.21,0.14,4.86,4.11,2.96,2017-10-18,0
201980,"Danny Green",1610612759,"SAS",1,1,0,32.68,32.68,13308,2.52,1.44,1.08,4.6,5.07,4.12,2017-10-18,0
201967,"Dante Cunningham",1610612751,"BKN",1,0,1,25.85,25.85,11042,2.09,1.11,0.99,4.88,5.63,4.26,2017-10-18,0
203967,"Dario Saric",1610612755,"PHI",1,0,1,22.7,22.7,8853,1.68,0.92,0.76,4.53,5.13,4,2017-10-18,0
203121,"Darius Miller",1610612740,"NOP",1,0,1,17.17,17.17,5895,1.12,0.57,0.55,3.85,4.53,3.26,2017-10-18,0
201954,"Darren Collison",1610612754,"IND",1,1,0,30.17,30.17,12035,2.28,1.22,1.06,4.59,4.73,4.46,2017-10-18,0
202722,"Davis Bertans",1610612759,"SAS",1,1,0,4.28,4.28,1622,0.31,0.17,0.14,4.22,5.49,2.89,2017-10-18,0
1628368,"De'Aaron Fox",1610612758,"SAC",1,0,1,23.62,23.62,9335,1.77,0.98,0.79,4.54,4.94,4.12,2017-10-18,0
1627761,"DeAndre' Bembry",1610612737,"ATL",1,1,0,17.75,17.75,7034,1.33,0.62,0.71,4.44,4.72,4.22,2017-10-18,0
202326,"DeMarcus Cousins",1610612740,"NOP",1,0,1,38.4,38.4,11676,2.21,1.1,1.11,3.44,3.72,3.21,2017-10-18,0
201960,"DeMarre Carroll",1610612751,"BKN",1,0,1,27.52,27.52,11354,2.15,1.1,1.06,4.83,4.81,4.85,2017-10-18,0
1627749,"Dejounte Murray",1610612759,"SAS",1,1,0,25.4,25.4,11004,2.08,1.15,0.94,4.98,5.37,4.14,2017-10-18,0
1627743,"Demetrius Jackson",1610612755,"PHI",1,1,0,10.23,10.23,4550,0.86,0.46,0.4,5.01,5.76,4.31,2017-10-18,0
203471,"Dennis Schroder",1610612737,"ATL",1,1,0,34.28,34.28,13582,2.57,1.39,1.18,4.6,4.96,4.24,2017-10-18,0
1628372,"Dennis Smith Jr.",1610612742,"DAL",1,0,1,29.9,29.9,12049,2.28,1.26,1.02,4.66,5.27,4.04,2017-10-18,0
202324,"Derrick Favors",1610612762,"UTA",1,1,0,28.45,28.45,10841,2.05,1.07,0.98,4.45,4.77,4.15,2017-10-18,0
1627884,"Derrick Jones Jr.",1610612748,"MIA",1,0,1,10.6,10.6,3804,0.72,0.33,0.4,3.97,4.09,3.89,2017-10-18,0
1628401,"Derrick White",1610612759,"SAS",1,1,0,0.18,0.18,49,0.01,0.01,0,0,0,0,2017-10-18,0
1626164,"Devin Booker",1610612756,"PHX",1,0,1,27.07,27.07,10453,1.98,1.13,0.85,4.45,4.78,4.11,2017-10-18,0
2734,"Devin Harris",1610612743,"DEN",1,0,1,16.4,16.4,5899,1.12,0.65,0.47,4.09,4.94,3.93,2017-10-18,0
203473,"Dewayne Dedmon",1610612737,"ATL",1,1,0,25.58,25.58,10212,1.93,1.07,0.86,4.49,5.2,4.26,2017-10-18,0
1628415,"Dillon Brooks",1610612763,"MEM",1,1,0,29.42,29.42,11353,2.15,1.12,1.03,4.5,4.36,4.21,2017-10-18,0
203079,"Dion Waiters",1610612748,"MIA",1,0,1,38.3,38.3,14739,2.79,1.5,1.29,4.39,4.62,4.16,2017-10-18,0
1717,"Dirk Nowitzki",1610612742,"DAL",1,0,1,24.48,24.48,7753,1.47,0.8,0.67,3.73,3.87,3.58,2017-10-18,0
1627734,"Domantas Sabonis",1610612754,"IND",1,1,0,19.22,19.22,8442,1.6,0.88,0.72,4.87,4.97,4.75,2017-10-18,0
1628378,"Donovan Mitchell",1610612762,"UTA",1,1,0,26.07,26.07,10162,1.92,1.03,0.89,4.35,4.56,4.15,2017-10-18,0
1627827,"Dorian Finney-Smith",1610612742,"DAL",1,0,1,10.88,10.88,4240,0.8,0.44,0.36,4.5,4.2,4.84,2017-10-18,0
1627733,"Dragan Bender",1610612756,"PHX",1,0,1,20.82,20.82,7521,1.42,0.7,0.72,4.05,4.88,3.46,2017-10-18,0
1628407,"Dwayne Bacon",1610612766,"CHA",1,0,1,20.45,20.45,8319,1.58,0.85,0.72,4.71,4.92,4.45,2017-10-18,0
2730,"Dwight Howard",1610612766,"CHA",1,0,1,31.45,31.45,11625,2.2,1.18,1.03,4.21,4.8,3.66,2017-10-18,0
203939,"Dwight Powell",1610612742,"DAL",1,0,1,13.88,13.88,5704,1.08,0.62,0.46,4.79,4.76,4.82,2017-10-18,0
202734,"E'Twaun Moore",1610612740,"NOP",1,0,1,34.38,34.38,13107,2.48,1.25,1.24,4.41,4.68,3.87,2017-10-18,0
202334,"Ed Davis",1610612757,"POR",1,1,0,13.88,13.88,5353,1.01,0.59,0.42,4.36,4.58,4.06,2017-10-18,0
202327,"Ekpe Udoh",1610612762,"UTA",1,1,0,12.98,12.98,4629,0.88,0.44,0.44,4.18,3.74,3.68,2017-10-18,0
203901,"Elfrid Payton",1610612756,"PHX",1,1,0,31.72,31.72,12983,2.46,1.27,1.19,4.74,5.23,4.31,2017-10-18,0
1626144,"Emmanuel Mudiay",1610612752,"NYK",1,0,1,18.57,18.57,6985,1.32,0.75,0.58,4.22,4.88,3.64,2017-10-18,0
202339,"Eric Bledsoe",1610612749,"MIL",1,0,1,29.43,29.43,11192,2.12,1.11,1.01,4.3,4.81,3.85,2017-10-18,0
201569,"Eric Gordon",1610612745,"HOU",1,1,0,34.82,34.82,12096,2.29,1.15,1.14,4.04,4.15,3.61,2017-10-18,2.03
203961,"Eric Moreland",1610612765,"DET",1,1,0,11.7,11.7,4860,0.92,0.47,0.45,4.62,5.16,5.13,2017-10-18,0
101141,"Ersan Ilyasova",1610612755,"PHI",1,1,0,23.78,23.78,9141,1.73,0.9,0.83,4.32,4.69,3.97,2017-10-18,0
203095,"Evan Fournier",1610612753,"ORL",1,1,0,34.42,34.42,14025,2.66,1.44,1.22,4.73,5.13,4.02,2017-10-18,0
202323,"Evan Turner",1610612757,"POR",1,1,0,25.33,25.33,9613,1.82,0.92,0.9,4.27,4.37,4.18,2017-10-18,0
1626163,"Frank Kaminsky",1610612766,"CHA",1,0,1,23.2,23.2,9254,1.75,1.01,0.74,4.66,5.02,3.75,2017-10-18,0
202066,"Garrett Temple",1610612758,"SAC",1,0,1,29.9,29.9,11479,2.17,1.17,1,4.26,4.59,3.92,2017-10-18,0
203914,"Gary Harris",1610612743,"DEN",1,0,1,35.77,35.77,13138,2.49,1.24,1.25,4.2,4.23,4.18,2017-10-18,0
201588,"George Hill",1610612739,"CLE",1,0,1,32.58,32.58,12148,2.3,1.39,0.91,4.45,4.95,3.82,2017-10-18,0
203507,"Giannis Antetokounmpo",1610612749,"MIL",1,1,0,36.93,36.93,13730,2.6,1.37,1.23,4.24,4.8,3.73,2017-10-18,0
201609,"Goran Dragic",1610612748,"MIA",1,0,1,30.62,30.62,13134,2.49,1.4,1.08,4.91,5.17,4.62,2017-10-18,0
203476,"Gorgui Dieng",1610612750,"MIN",1,0,1,13.5,13.5,5343,1.01,0.59,0.42,4.46,4.85,3.96,2017-10-18,0
202328,"Greg Monroe",1610612738,"BOS",1,1,0,16.82,16.82,6149,1.16,0.54,0.63,4.3,3.96,3.92,2017-10-18,0
203084,"Harrison Barnes",1610612742,"DAL",1,0,1,38.05,38.05,15289,2.9,1.59,1.31,4.61,4.94,4.26,2017-10-18,0
202355,"Hassan Whiteside",1610612748,"MIA",1,0,1,36.23,36.23,12553,2.38,1.25,1.13,3.99,3.9,3.73,2017-10-18,0
1627740,"Henry Ellenson",1610612765,"DET",1,1,0,16.22,16.22,7408,1.4,0.76,0.64,5.19,6.16,4.29,2017-10-18,0
203546,"Ian Clark",1610612740,"NOP",1,0,1,21.08,21.08,8696,1.65,0.92,0.73,4.5,5.08,3.93,2017-10-18,0
101133,"Ian Mahinmi",1610612764,"WAS",1,1,0,13.57,13.57,5322,1.01,0.55,0.46,4.48,4.1,4.95,2017-10-18,0
202397,"Ish Smith",1610612765,"DET",1,1,0,20.83,20.83,8936,1.69,0.92,0.77,4.9,5.32,4.5,2017-10-18,0
200826,"J.J. Barea",1610612742,"DAL",1,0,1,18.1,18.1,6977,1.32,0.78,0.54,4.36,4.84,3.77,2017-10-18,0
200755,"JJ Redick",1610612755,"PHI",1,0,1,32.38,32.38,13130,2.49,1.36,1.12,4.66,5.51,3.9,2017-10-18,0
203210,"JaMychal Green",1610612763,"MEM",1,1,0,3.88,3.88,1363,0.26,0.15,0.11,4.66,2.76,3.54,2017-10-18,0
1627774,"Jake Layman",1610612757,"POR",1,1,0,12,12,4902,0.93,0.58,0.35,4.51,5.2,3.57,2017-10-18,0
2037,"Jamal Crawford",1610612750,"MIN",1,0,1,24.08,24.08,8194,1.55,0.78,0.77,4.04,4.18,3.9,2017-10-18,0
1627750,"Jamal Murray",1610612743,"DEN",1,0,1,19.98,19.98,8190,1.55,0.88,0.67,4.83,5.19,4.44,2017-10-18,0
203516,"James Ennis III",1610612765,"DET",1,1,0,18.58,18.58,7657,1.45,0.81,0.64,4.85,4.63,4.39,2017-10-18,0
201935,"James Harden",1610612745,"HOU",1,1,0,37.77,37.77,11870,2.25,1.11,1.14,3.5,3.75,3.27,2017-10-18,2.27
201949,"James Johnson",1610612748,"MIA",1,0,1,18.7,18.7,7797,1.48,0.79,0.69,4.81,5.44,4.26,2017-10-18,0
1626185,"Jarell Martin",1610612763,"MEM",1,1,0,19.27,19.27,7503,1.42,0.8,0.62,4.36,4.52,4.17,2017-10-18,0
201160,"Jason Smith",1610612764,"WAS",1,1,0,7.07,7.07,3063,0.58,0.31,0.27,5.11,4.65,5.65,2017-10-18,0
1627759,"Jaylen Brown",1610612738,"BOS",1,0,1,28.15,28.15,10921,2.07,1.12,0.95,4.48,4.57,3.95,2017-10-18,2.86
1628369,"Jayson Tatum",1610612738,"BOS",1,0,1,36.53,36.53,13424,2.54,1.44,1.1,4.11,4.27,3.92,2017-10-18,2.67
201952,"Jeff Teague",1610612750,"MIN",1,0,1,24.9,24.9,8694,1.65,0.87,0.78,3.87,4.13,4.09,2017-10-18,0
203087,"Jeremy Lamb",1610612766,"CHA",1,0,1,28.35,28.35,10732,2.03,1.03,1,4.24,4.4,4.09,2017-10-18,0
202391,"Jeremy Lin",1610612751,"BKN",1,0,1,25.18,25.18,10502,1.99,1.07,0.92,4.8,5.02,4.54,2017-10-18,0
201573,"Jerryd Bayless",1610612755,"PHI",1,0,1,27.87,27.87,10372,1.96,1.06,0.91,4.34,5.09,3.68,2017-10-18,0
202710,"Jimmy Butler",1610612750,"MIN",1,0,1,35.43,35.43,13783,2.61,1.35,1.26,4.41,4.7,4.47,2017-10-18,0
201975,"Jodie Meeks",1610612764,"WAS",1,1,0,19.05,19.05,7672,1.45,0.76,0.7,4.77,4.72,4.82,2017-10-18,0
204060,"Joe Ingles",1610612762,"UTA",1,1,0,32.63,32.63,12374,2.34,1.29,1.06,4.24,4.8,4.05,2017-10-18,0
2207,"Joe Johnson",1610612745,"HOU",1,1,0,19.55,19.55,7181,1.36,0.8,0.56,4.29,4.41,4.15,2017-10-18,0
203954,"Joel Embiid",1610612755,"PHI",1,0,1,26.95,26.95,9591,1.82,0.98,0.84,4.02,4.7,3.4,2017-10-18,0
203530,"Joffrey Lauvergne",1610612759,"SAS",1,1,0,12.92,12.92,4761,0.9,0.45,0.45,4.19,4.91,4.44,2017-10-18,0
1628381,"John Collins",1610612737,"ATL",1,1,0,22.42,22.42,9361,1.77,0.87,0.9,4.87,5.36,4.46,2017-10-18,0
203089,"John Henson",1610612749,"MIL",1,1,0,17.22,17.22,6608,1.25,0.64,0.61,4.54,4.35,4.06,2017-10-18,0
202322,"John Wall",1610612764,"WAS",1,1,0,37.15,37.15,12599,2.39,1.22,1.17,3.89,3.78,4.01,2017-10-18,0
202720,"Jon Leuer",1610612765,"DET",1,1,0,19.35,19.35,8390,1.59,0.83,0.76,4.96,5.13,4.82,2017-10-18,0
1628371,"Jonathan Isaac",1610612753,"ORL",1,1,0,16.95,16.95,6356,1.2,0.67,0.54,4.27,4.83,3.67,2017-10-18,0
203613,"Jonathon Simmons",1610612753,"ORL",1,1,0,27.53,27.53,10780,2.04,1.13,0.91,4.39,4.66,4.09,2017-10-18,0
202348,"Jordan Crawford",1610612740,"NOP",1,0,1,12.67,12.67,4625,0.88,0.49,0.39,4.26,4.62,3.9,2017-10-18,0
1628367,"Josh Jackson",1610612756,"PHX",1,0,1,32.02,32.02,12218,2.31,1.22,1.09,4.33,4.73,3.97,2017-10-18,0
203705,"Josh Magette",1610612737,"ATL",1,1,0,4.23,4.23,1708,0.32,0.15,0.17,4.31,7.02,4.86,2017-10-18,0
1626196,"Josh Richardson",1610612748,"MIA",1,0,1,34.93,34.93,14195,2.69,1.4,1.28,4.65,4.72,4.57,2017-10-18,0
201950,"Jrue Holiday",1610612740,"NOP",1,0,1,38.5,38.5,14808,2.8,1.47,1.33,4.37,5.11,3.75,2017-10-18,0
1627823,"Juancho Hernangomez",1610612743,"DEN",1,0,1,5.87,5.87,2087,0.4,0.2,0.19,4.1,4.02,4.19,2017-10-18,0
202933,"Julyan Stone",1610612766,"CHA",1,0,1,12.57,12.57,5430,1.03,0.56,0.47,4.78,5.39,5.11,2017-10-18,0
1628382,"Justin Jackson",1610612758,"SAC",1,0,1,19.43,19.43,7462,1.41,0.83,0.58,4.41,4.7,4.07,2017-10-18,0
1626159,"Justise Winslow",1610612748,"MIA",1,0,1,23.27,23.27,9523,1.8,1,0.8,4.66,4.86,4.42,2017-10-18,0
203994,"Jusuf Nurkic",1610612757,"POR",1,1,0,23.02,23.02,8252,1.56,0.85,0.72,4.19,4.34,3.53,2017-10-18,0
1626157,"Karl-Anthony Towns",1610612750,"MIN",1,0,1,34.5,34.5,12445,2.36,1.19,1.17,4.23,4.35,4.1,2017-10-18,0
203482,"Kelly Olynyk",1610612748,"MIA",1,0,1,21,21,8544,1.62,0.88,0.73,4.59,4.95,4.2,2017-10-18,0
1626162,"Kelly Oubre Jr.",1610612764,"WAS",1,1,0,32.48,32.48,12536,2.37,1.25,1.13,4.47,4.19,4.38,2017-10-18,0
202689,"Kemba Walker",1610612766,"CHA",1,0,1,35.43,35.43,13280,2.52,1.33,1.18,4.24,4.57,3.93,2017-10-18,0
202702,"Kenneth Faried",1610612743,"DEN",1,0,1,6.15,6.15,2575,0.49,0.26,0.23,4.93,5.56,4.21,2017-10-18,0
203145,"Kent Bazemore",1610612737,"ATL",1,1,0,26.63,26.63,10592,2.01,1.09,0.92,4.59,4.94,4.22,2017-10-18,0
203114,"Khris Middleton",1610612749,"MIL",1,1,0,43.43,43.43,15912,3.01,1.53,1.48,4.15,4.56,3.8,2017-10-18,0
201585,"Kosta Koufos",1610612758,"SAC",1,0,1,17.55,17.55,6795,1.29,0.66,0.62,4.47,5.03,3.96,2017-10-18,0
203937,"Kyle Anderson",1610612759,"SAS",1,1,0,29.68,29.68,11299,2.14,1.1,1.04,4.3,4.84,3.82,2017-10-18,0
202681,"Kyrie Irving",1610612738,"BOS",1,0,1,38.93,38.93,14507,2.75,1.63,1.11,4.17,4.59,3.67,2017-10-18,2.68
200746,"LaMarcus Aldridge",1610612759,"SAS",1,1,0,38.8,38.8,13710,2.6,1.38,1.21,4.06,4.38,3.74,2017-10-18,0
202362,"Lance Stephenson",1610612754,"IND",1,1,0,24.2,24.2,9230,1.75,0.95,0.8,4.24,4.3,4.18,2017-10-18,0
204038,"Langston Galloway",1610612765,"DET",1,1,0,24.68,24.68,9890,1.87,1.02,0.85,4.63,4.86,3.9,2017-10-18,0
201601,"Luc Mbah a Moute",1610612745,"HOU",1,1,0,24.05,24.05,8737,1.65,0.84,0.81,4.25,4.02,4,2017-10-18,1.72
202337,"Luke Babbitt",1610612748,"MIA",1,1,0,8.92,8.92,3661,0.69,0.36,0.33,4.78,6.09,3.7,2017-10-18,0
1627781,"Malachi Richardson",1610612761,"TOR",1,0,1,5.53,5.53,2077,0.39,0.21,0.19,4.35,4.43,4.28,2017-10-18,0
1627763,"Malcolm Brogdon",1610612749,"MIL",1,1,0,41.43,41.43,15649,2.96,1.5,1.46,4.35,4.62,4.1,2017-10-18,0
1627098,"Malcolm Delaney",1610612737,"ATL",1,1,0,11.32,11.32,4259,0.81,0.43,0.37,4.27,4.73,3.89,2017-10-18,0
1627736,"Malik Beasley",1610612743,"DEN",1,0,1,1.52,1.52,451,0.09,0.03,0.05,3.97,0,5.84,2017-10-18,0
1628370,"Malik Monk",1610612766,"CHA",1,0,1,21.47,21.47,8530,1.62,0.85,0.76,4.48,4.82,4.71,2017-10-18,0
1938,"Manu Ginobili",1610612759,"SAS",1,1,0,20.78,20.78,6991,1.32,0.75,0.58,3.81,3.91,3.7,2017-10-18,0
